departamento,aglomerado,provincia
Unión,Noetinger,Córdoba
Unión,Ordóñez,Córdoba
Unión,Pascanas,Córdoba
Unión,Pueblo Italiano,Córdoba
Unión,Ramón J. Cárcano,Córdoba
Unión,San Antonio de Litín,Córdoba
Unión,San Marcos,Córdoba
Unión,San Severo,Córdoba
Unión,Viamonte,Córdoba
Unión,Villa Los Patos,Córdoba
Unión,Wenceslao Escalante,Córdoba
Bella Vista,Bella Vista,Corrientes
Berón de Astrada,Berón de Astrada,Corrientes
Berón de Astrada,Yahapé,Corrientes
Capital,Corrientes,Corrientes
Capital,Laguna Brava,Corrientes
Capital,Riachuelo,Corrientes
Capital,San Cayetano,Corrientes
Concepción,Concepción,Corrientes
Concepción,Santa Rosa,Corrientes
Concepción,Tatacuá,Corrientes
Curuzú Cuatiá,Cazadores Correntinos,Corrientes
Curuzú Cuatiá,Curuzú Cuatiá,Corrientes
Curuzú Cuatiá,Perugorría,Corrientes
Empedrado,El Sombrero,Corrientes
Empedrado,Empedrado,Corrientes
Esquina,Esquina,Corrientes
Esquina,Pueblo Libertador,Corrientes
General Alvear,Alvear,Corrientes
General Alvear,Estación Torrent,Corrientes
General Paz,Itá Ibaté,Corrientes
General Paz,Lomas de Vallejos,Corrientes
General Paz,Nuestra Señora del Rosario de Caá Catí,Corrientes
General Paz,Palmar Grande,Corrientes
Goya,Carolina,Corrientes
Goya,Goya,Corrientes
Itatí,Itatí,Corrientes
Itatí,Ramada Paso,Corrientes
Ituzaingó,Estación Apóstoles - Colonia Liebig's,Corrientes
Ituzaingó,Ituzaingó,Corrientes
Ituzaingó,San Antonio,Corrientes
Ituzaingó,San Carlos,Corrientes
Ituzaingó,Villa Olivari,Corrientes
Lavalle,Cruz de los Milagros,Corrientes
Lavalle,Gobernador Juan E. Martínez,Corrientes
Lavalle,Lavalle,Corrientes
Lavalle,Santa Lucía,Corrientes
Lavalle,Villa Córdoba,Corrientes
Lavalle,Yataytí Calle,Corrientes
Mburucuyá,Mburucuyá,Corrientes
Mercedes,Felipe Yofré,Corrientes
Mercedes,Mariano I. Loza (Est. Justino Solari),Corrientes
Mercedes,Mercedes,Corrientes
Monte Caseros,Colonia Libertad,Corrientes
Monte Caseros,Estación Libertad,Corrientes
Monte Caseros,Juan Pujol,Corrientes
Monte Caseros,Mocoretá,Corrientes
Monte Caseros,Monte Caseros,Corrientes
Monte Caseros,Parada Acuña,Corrientes
Monte Caseros,Parada Labougle,Corrientes
Paso de los Libres,Bonpland,Corrientes
Paso de los Libres,Parada Pucheta,Corrientes
Paso de los Libres,Paso de los Libres,Corrientes
Paso de los Libres,Tapebicuá,Corrientes
Saladas,Saladas,Corrientes
Saladas,San Lorenzo,Corrientes
San Cosme,Ingenio Primer Correntino,Corrientes
San Cosme,Paso de la Patria,Corrientes
San Cosme,San Cosme,Corrientes
San Cosme,Santa Ana,Corrientes
San Luis del Palmar,San Luis del Palmar,Corrientes
San Martín,Colonia Carlos Pellegrini,Corrientes
San Martín,Guaviraví,Corrientes
San Martín,La Cruz,Corrientes
San Martín,Yapeyú,Corrientes
San Miguel,Loreto,Corrientes
San Miguel,San Miguel,Corrientes
San Roque,Chavarría,Corrientes
San Roque,Colonia Pando,Corrientes
San Roque,9 de Julio (Est. Pueblo 9 de Julio),Corrientes
San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),Corrientes
San Roque,San Roque,Corrientes
Santo Tomé,José Rafael Gómez,Corrientes
Santo Tomé,Garruchos,Corrientes
Santo Tomé,Gobernador Igr. Valentín Virasoro,Corrientes
Santo Tomé,Santo Tomé,Corrientes
Sauce,Sauce,Corrientes
Almirante Brown,Concepción del Bermejo,Chaco
Almirante Brown,Los Frentones,Chaco
Almirante Brown,Pampa del Infierno,Chaco
Almirante Brown,Río Muerto,Chaco
Almirante Brown,Taco Pozo,Chaco
Bermejo,General Vedia,Chaco
Bermejo,Isla del Cerrito,Chaco
Bermejo,La Leonesa - Las Palmas,Chaco
Bermejo,La Leonesa - Las Palmas,Chaco
Bermejo,Puerto Bermejo Nuevo,Chaco
Bermejo,Puerto Bermejo Viejo,Chaco
Bermejo,Puerto Eva Perón,Chaco
Comandante Fernández,Presidencia Roque Sáenz Peña,Chaco
Chacabuco,Charata,Chaco
12 de Octubre,Gancedo,Chaco
12 de Octubre,General Capdevila,Chaco
12 de Octubre,General Pinedo,Chaco
12 de Octubre,Mesón de Fierro,Chaco
12 de Octubre,Pampa Landriel,Chaco
2 de Abril,Hermoso Campo,Chaco
2 de Abril,Itín,Chaco
Fray Justo Santa María de Oro,Chorotis,Chaco
Fray Justo Santa María de Oro,Santa Sylvina,Chaco
Fray Justo Santa María de Oro,Venados Grandes,Chaco
General Belgrano,Corzuela,Chaco
General Donovan,La Escondida,Chaco
General Donovan,La Verde,Chaco
General Donovan,Lapachito,Chaco
General Donovan,Makallé,Chaco
General Güemes,El Espinillo,Chaco
General Güemes,El Sauzal,Chaco
General Güemes,El Sauzalito,Chaco
General Güemes,Fortín Lavalle,Chaco
General Güemes,Fuerte Esperanza,Chaco
General Güemes,Juan José Castelli,Chaco
General Güemes,Miraflores,Chaco
General Güemes,Nueva Pompeya,Chaco
General Güemes,Villa Río Bermejito,Chaco
General Güemes,Wichi,Chaco
General Güemes,Zaparinqui,Chaco
Independencia,Avia Terai,Chaco
Independencia,Campo Largo,Chaco
Independencia,Fortín Las Chuñas,Chaco
Independencia,Napenay,Chaco
Libertad,Colonia Popular,Chaco
Libertad,Estación General Obligado,Chaco
Libertad,Laguna Blanca,Chaco
Libertad,Puerto Tirol,Chaco
Libertador General San Martín,Ciervo Petiso,Chaco
Libertador General San Martín,General José de San Martín,Chaco
Libertador General San Martín,La Eduvigis,Chaco
Libertador General San Martín,Laguna Limpia,Chaco
Libertador General San Martín,Pampa Almirón,Chaco
Libertador General San Martín,Pampa del Indio,Chaco
Libertador General San Martín,Presidencia Roca,Chaco
Libertador General San Martín,Selvas del Río de Oro,Chaco
Maipú,Tres Isletas,Chaco
Mayor Luis J. Fontana,Coronel Du Graty,Chaco
Mayor Luis J. Fontana,Enrique Urién,Chaco
Mayor Luis J. Fontana,Villa Ángela,Chaco
9 de Julio,Las Breñas,Chaco
O'Higgins,La Clotilde,Chaco
O'Higgins,La Tigra,Chaco
O'Higgins,San Bernardo,Chaco
Presidencia de la Plaza,Presidencia de la Plaza,Chaco
1º de Mayo,Barrio de los Pescadores,Chaco
1º de Mayo,Colonia Benítez,Chaco
1º de Mayo,Margarita Belén,Chaco
Quitilipi,Quitilipi,Chaco
Quitilipi,Villa El Palmar,Chaco
San Fernando,Gran Resistencia,Chaco
San Fernando,Basail,Chaco
San Fernando,Colonia Baranda,Chaco
San Fernando,Gran Resistencia,Chaco
San Fernando,Gran Resistencia,Chaco
San Fernando,Gran Resistencia,Chaco
San Lorenzo,Samuhú,Chaco
San Lorenzo,Villa Berthet,Chaco
Sargento Cabral,Capitán Solari,Chaco
Sargento Cabral,Colonia Elisa,Chaco
Sargento Cabral,Colonias Unidas,Chaco
Sargento Cabral,Ingeniero Barbet,Chaco
Sargento Cabral,Las Garcitas,Chaco
Tapenagá,Charadai,Chaco
Tapenagá,Cote Lai,Chaco
Tapenagá,Haumonia,Chaco
Tapenagá,Horquilla,Chaco
Tapenagá,La Sabana,Chaco
25 de Mayo,Colonia Aborigen,Chaco
25 de Mayo,Machagai,Chaco
25 de Mayo,Napalpí,Chaco
Biedma,Arroyo Verde,Río Negro
Biedma,Puerto Madryn,Chubut
Biedma,Puerto Pirámides,Chubut
Biedma,Quintas El Mirador,Chubut
Biedma,Reserva Área Protegida El Doradillo,Chubut
Cushamen,Buenos Aires Chico,Chubut
Cushamen,Cholila,Chubut
Cushamen,Costa del Chubut,Chubut
Cushamen,Cushamen Centro,Chubut
Cushamen,El Hoyo,Chubut
Cushamen,El Maitén,Chubut
Cushamen,Epuyén,Chubut
Cushamen,Fofo Cahuel,Chubut
Cushamen,Gualjaina,Chubut
Cushamen,Lago Epuyén,Chubut
Cushamen,Lago Puelo,Chubut
Cushamen,Leleque,Chubut
Escalante,Astra,Chubut
Escalante,Bahía Bustamante,Chubut
Escalante,Comodoro Rivadavia,Chubut
Escalante,Diadema Argentina,Chubut
Escalante,Rada Tilly,Chubut
Florentino Ameghino,Camarones,Chubut
Florentino Ameghino,Garayalde,Chubut
Futaleufú,Aldea Escolar,Chubut
Futaleufú,Corcovado,Chubut
Futaleufú,Esquel,Chubut
Futaleufú,Lago Rosario,Chubut
Futaleufú,Los Cipreses,Chubut
Futaleufú,Trevelín,Chubut
Futaleufú,Villa Futalaufquen,Chubut
Gaiman,Dique Florentino Ameghino,Chubut
Gaiman,Dolavon,Chubut
Gaiman,Gaiman,Chubut
Gaiman,28 de Julio,Chubut
Gastre,Blancuntre,Chubut
Gastre,EL Escorial,Chubut
Gastre,Gastre,Chubut
Gastre,Lagunita Salada,Chubut
Gastre,Yala Laubat,Chubut
Languiñeo,Aldea Epulef,Chubut
Languiñeo,Carrenleufú,Chubut
Languiñeo,Colán Conhué,Chubut
Languiñeo,Paso del Sapo,Chubut
Languiñeo,Tecka,Chubut
Mártires,El Mirasol,Chubut
Mártires,Las Plumas,Chubut
Paso de Indios,Cerro Cóndor,Chubut
Paso de Indios,Los Altares,Chubut
Paso de Indios,Paso de Indios,Chubut
Rawson,Playa Magagna,Chubut
Rawson,Playa Unión,Chubut
Rawson,Rawson,Chubut
Rawson,Trelew,Chubut
Río Senguer,Aldea Apeleg,Chubut
Río Senguer,Aldea Beleiro,Chubut
Río Senguer,Alto Río Senguer,Chubut
Río Senguer,Doctor Ricardo Rojas,Chubut
Río Senguer,Facundo,Chubut
Río Senguer,Lago Blanco,Chubut
Río Senguer,Río Mayo,Chubut
Sarmiento,Buen Pasto,Chubut
Sarmiento,Sarmiento,Chubut
Tehuelches,Doctor Oscar Atilio Viglione,Chubut
Tehuelches,Gobernador Costa,Chubut
Tehuelches,José de San Martín,Chubut
Tehuelches,Río Pico,Chubut
Telsen,Gan Gan,Chubut
Telsen,Telsen,Chubut
Colón,Arroyo Barú,Entre Ríos
Colón,Colón,Entre Ríos
Colón,Colonia Hugues,Entre Ríos
Colón,Hambis,Entre Ríos
Colón,Hocker,Entre Ríos
Colón,La Clarita,Entre Ríos
Colón,Pueblo Cazes,Entre Ríos
Colón,Pueblo Liebig's,Entre Ríos
Colón,San José,Entre Ríos
Colón,Ubajay,Entre Ríos
Colón,Villa Elisa,Entre Ríos
Concordia,Calabacilla,Entre Ríos
Concordia,Clodomiro Ledesma,Entre Ríos
Concordia,Colonia Ayuí,Entre Ríos
Concordia,Colonia General Roca,Entre Ríos
Concordia,Concordia,Entre Ríos
Concordia,Estación Yeruá,Entre Ríos
Concordia,Estación Yuquerí,Entre Ríos
Concordia,Estancia Grande,Entre Ríos
Concordia,La Criolla,Entre Ríos
Concordia,Los Charrúas,Entre Ríos
Concordia,Nueva Escocia,Entre Ríos
Concordia,Osvaldo Magnasco,Entre Ríos
Concordia,Pedernal,Entre Ríos
Concordia,Puerto Yeruá,Entre Ríos
Diamante,Aldea Brasilera,Entre Ríos
Diamante,Aldea Grapschental,Entre Ríos
Diamante,Aldea Protestante,Entre Ríos
Diamante,Aldea Salto,Entre Ríos
Diamante,Aldea San Francisco,Entre Ríos
Diamante,Aldea Spatzenkutter,Entre Ríos
Diamante,Aldea Valle María,Entre Ríos
Diamante,Colonia Ensayo,Entre Ríos
Diamante,Diamante,Entre Ríos
Diamante,Estación Camps,Entre Ríos
Diamante,General Alvear,Entre Ríos
Diamante,General Racedo,Entre Ríos
Diamante,General Ramírez,Entre Ríos
Diamante,La Juanita,Entre Ríos
Diamante,Las Jaulas,Entre Ríos
Diamante,Paraje La Virgen,Entre Ríos
Diamante,Puerto Las Cuevas,Entre Ríos
Diamante,Villa Libertador San Martín,Entre Ríos
Federación,Chajarí,Entre Ríos
Federación,Colonia Alemana,Entre Ríos
Federación,Colonia La Argentina,Entre Ríos
Federación,Colonia Peña,Entre Ríos
Federación,Federación,Entre Ríos
Federación,Los Conquistadores,Entre Ríos
Federación,San Jaime de la Frontera,Entre Ríos
Federación,San Pedro,Entre Ríos
Federación,San Ramón,Entre Ríos
Federación,Santa Ana,Entre Ríos
Federación,Villa del Rosario,Entre Ríos
Federal,Conscripto Bernardi,Entre Ríos
Federal,Aldea San Isidro,Entre Ríos
Federal,Federal,Entre Ríos
Federal,Nueva Vizcaya,Entre Ríos
Federal,Sauce de Luna,Entre Ríos
Feliciano,San José de Feliciano,Entre Ríos
Feliciano,San Víctor,Entre Ríos
Islas del Ibicuy,Médanos,Entre Ríos
Gualeguay,Aldea Asunción,Entre Ríos
Gualeguay,Estación Lazo,Entre Ríos
Gualeguay,General Galarza,Entre Ríos
Gualeguay,Gualeguay,Entre Ríos
Gualeguay,Puerto Ruiz,Entre Ríos
Gualeguaychú,Aldea San Antonio,Entre Ríos
Gualeguaychú,Aldea San Juan,Entre Ríos
Gualeguaychú,Enrique Carbó,Entre Ríos
Gualeguaychú,Estación Escriña,Entre Ríos
Gualeguaychú,Faustino M. Parera,Entre Ríos
Gualeguaychú,General Almada,Entre Ríos
Gualeguaychú,Gilbert,Entre Ríos
Gualeguaychú,Gualeguaychú - Pueblo General Belgrano,Entre Ríos
Gualeguaychú,Irazusta,Entre Ríos
Gualeguaychú,Larroque,Entre Ríos
Gualeguaychú,Pastor Britos,Entre Ríos
Gualeguaychú,Gualeguaychú - Pueblo General Belgrano,Entre Ríos
Gualeguaychú,Urdinarrain,Entre Ríos
Islas del Ibicuy,Ceibas,Entre Ríos
Islas del Ibicuy,Ibicuy,Entre Ríos
Islas del Ibicuy,Villa Paranacito,Entre Ríos
La Paz,Alcaraz,Entre Ríos
La Paz,Bovril,Entre Ríos
La Paz,Colonia Avigdor,Entre Ríos
La Paz,El Solar,Entre Ríos
La Paz,La Paz,Entre Ríos
La Paz,Piedras Blancas,Entre Ríos
La Paz,San Gustavo,Entre Ríos
La Paz,Santa Elena,Entre Ríos
La Paz,Sir Leonard,Entre Ríos
Nogoyá,Aranguren,Entre Ríos
Nogoyá,Betbeder,Entre Ríos
Nogoyá,Don Cristóbal,Entre Ríos
Nogoyá,Febré,Entre Ríos
Nogoyá,Hernández,Entre Ríos
Nogoyá,Lucas González,Entre Ríos
Nogoyá,Nogoyá,Entre Ríos
Nogoyá,XX de Setiembre,Entre Ríos
Paraná,Aldea María Luisa,Entre Ríos
Paraná,Aldea San Juan,Entre Ríos
Paraná,Aldea San Rafael,Entre Ríos
Paraná,Aldea Santa María,Entre Ríos
Paraná,Aldea Santa Rosa,Entre Ríos
Paraná,Cerrito,Entre Ríos
Paraná,Gran Paraná,Entre Ríos
Paraná,Colonia Crespo,Entre Ríos
Paraná,Crespo,Entre Ríos
Paraná,El Palenque,Entre Ríos
Paraná,El Pingo,Entre Ríos
Paraná,El Ramblón,Entre Ríos
Paraná,Hasenkamp,Entre Ríos
Paraná,Hernandarias,Entre Ríos
Paraná,La Picada,Entre Ríos
Paraná,Las Tunas,Entre Ríos
Paraná,María Grande,Entre Ríos
Paraná,Gran Paraná,Entre Ríos
Paraná,Gran Paraná,Entre Ríos
Paraná,Pueblo Bellocq,Entre Ríos
Paraná,Pueblo Brugo,Entre Ríos
Paraná,Pueblo General San Martín,Entre Ríos
Paraná,Gran Paraná,Entre Ríos
Paraná,Gran Paraná,Entre Ríos
Paraná,Sauce Pinto,Entre Ríos
Paraná,Seguí,Entre Ríos
Paraná,Sosa,Entre Ríos
Paraná,Tabossi,Entre Ríos
Paraná,Tezanos Pinto,Entre Ríos
Paraná,Viale,Entre Ríos
Paraná,Villa Fontana,Entre Ríos
Paraná,Villa Gobernador Luis F. Etchevehere,Entre Ríos
Paraná,Villa Urquiza,Entre Ríos
San Salvador,General Campos,Entre Ríos
San Salvador,San Salvador,Entre Ríos
Tala,Altamirano Sur,Entre Ríos
Tala,Durazno,Entre Ríos
Tala,Estación Arroyo Cle,Entre Ríos
Tala,Gobernador Echagüe,Entre Ríos
Tala,Gobernador Mansilla,Entre Ríos
Tala,Gobernador Solá,Entre Ríos
Tala,Guardamonte,Entre Ríos
Tala,Las Guachas,Entre Ríos
Tala,Maciá,Entre Ríos
Tala,Rosario del Tala,Entre Ríos
Uruguay,Basavilbaso,Entre Ríos
Uruguay,Caseros,Entre Ríos
Uruguay,Colonia Elía,Entre Ríos
Uruguay,Concepción del Uruguay,Entre Ríos
Uruguay,Herrera,Entre Ríos
Uruguay,Las Moscas,Entre Ríos
Uruguay,Líbaros,Entre Ríos
Uruguay,1° de Mayo,Entre Ríos
Uruguay,Pronunciamiento,Entre Ríos
Uruguay,Rocamora,Entre Ríos
Uruguay,Santa Anita,Entre Ríos
Uruguay,Villa Mantero,Entre Ríos
Uruguay,Villa San Justo,Entre Ríos
Uruguay,Villa San Marcial (Est. Gobernador Urquiza),Entre Ríos
Victoria,Antelo,Entre Ríos
Victoria,Molino Doll,Entre Ríos
Victoria,Victoria,Entre Ríos
Villaguay,Estación Raíces,Entre Ríos
Villaguay,Ingeniero Miguel Sajaroff,Entre Ríos
Villaguay,Jubileo,Entre Ríos
Villaguay,Paso de la Laguna,Entre Ríos
Villaguay,Villa Clara,Entre Ríos
Villaguay,Villa Domínguez,Entre Ríos
Villaguay,Villaguay,Entre Ríos
Bermejo,Fortín Soledad,Formosa
Bermejo,Guadalcazar,Formosa
Bermejo,La Rinconada,Formosa
Bermejo,Laguna Yema,Formosa
Bermejo,Lamadrid,Formosa
Bermejo,Los Chiriguanos,Formosa
Bermejo,Pozo de Maza,Formosa
Bermejo,Pozo del Mortero,Formosa
Bermejo,Vaca Perdida,Formosa
Formosa,Colonia Pastoril,Formosa
Formosa,Formosa,Formosa
Formosa,Gran Guardia,Formosa
Formosa,Mariano Boedo,Formosa
Formosa,Mojón de Fierro,Formosa
Formosa,San Hilario,Formosa
Formosa,Villa del Carmen,Formosa
Laishi,Banco Payaguá,Formosa
Laishi,General Lucio V. Mansilla,Formosa
Laishi,Herradura,Formosa
Laishi,San Francisco de Laishi,Formosa
Laishi,Tatané,Formosa
Laishi,Villa Escolar,Formosa
Matacos,Ingeniero Guillermo N. Juárez,Formosa
Patiño,Bartolomé de las Casas,Formosa
Patiño,Colonia Sarmiento,Formosa
Patiño,Comandante Fontana,Formosa
Patiño,El Recreo,Formosa
Patiño,Estanislao del Campo,Formosa
Patiño,Fortín Cabo 1° Lugones,Formosa
Patiño,Fortín Sargento 1° Leyes,Formosa
Patiño,Ibarreta,Formosa
Patiño,Juan G. Bazán,Formosa
Pirané,Pirané,Formosa
Patiño,Las Lomitas,Formosa
Patiño,Posta Cambio Zalazar,Formosa
Patiño,Pozo del Tigre,Formosa
Patiño,San Martín I,Formosa
Patiño,San Martín II,Formosa
Patiño,Subteniente Perín,Formosa
Patiño,Villa General Güemes,Formosa
Patiño,Villa General Manuel Belgrano,Formosa
Pilagás,Buena Vista,Formosa
Pilagás,El Espinillo,Formosa
Pilagás,Laguna Gallo,Formosa
Pilagás,Misión Tacaaglé,Formosa
Pilagás,Portón Negro,Formosa
Pilagás,Tres Lagunas,Formosa
Pilcomayo,Clorinda,Formosa
Pilcomayo,Laguna Blanca,Formosa
Pilcomayo,Laguna Naick - Neck,Formosa
Pilcomayo,Palma Sola,Formosa
Pilcomayo,Puerto Pilcomayo,Formosa
Pilcomayo,Riacho He - He,Formosa
Pilcomayo,Riacho Negro,Formosa
Pilcomayo,Siete Palmas,Formosa
Pirané,Colonia Campo Villafañe,Formosa
Pirané,El Colorado,Formosa
Pirané,Palo Santo,Formosa
Pirané,Villa Kilómetro 213,Formosa
Ramón Lista,El Potrillo,Formosa
Ramón Lista,General Mosconi,Formosa
Ramón Lista,El Quebracho,Formosa
Cochinoca,Abdón Castro Tolay,Jujuy
Cochinoca,Abra Pampa,Jujuy
Cochinoca,Abralaite,Jujuy
Cochinoca,Agua de Castilla,Jujuy
Cochinoca,Casabindo,Jujuy
Cochinoca,Cochinoca,Jujuy
Cochinoca,La Redonda,Jujuy
Cochinoca,Puesto del Marquez,Jujuy
Cochinoca,Quebraleña,Jujuy
Cochinoca,Quera,Jujuy
Cochinoca,Rinconadillas,Jujuy
Cochinoca,San Francisco de Alfarcito,Jujuy
Cochinoca,Santa Ana de la Puna,Jujuy
Cochinoca,Santuario de Tres Pozos,Jujuy
Cochinoca,Tambillos,Jujuy
Cochinoca,Tusaquillas,Jujuy
El Carmen,Aguas Calientes,Jujuy
El Carmen,Barrio El Milagro,Jujuy
El Carmen,Barrio La Unión,Jujuy
El Carmen,El Carmen,Jujuy
El Carmen,Los Lapachos (Est. Maquinista Verón),Jujuy
El Carmen,Loteo San Vicente,Jujuy
El Carmen,Manantiales,Jujuy
El Carmen,Monterrico,Jujuy
El Carmen,Pampa Blanca,Jujuy
El Carmen,Perico,Jujuy
El Carmen,Puesto Viejo,Jujuy
El Carmen,San Isidro,Jujuy
El Carmen,San Juancito,Jujuy
Dr. Manuel Belgrano,Guerrero,Jujuy
Dr. Manuel Belgrano,La Almona,Jujuy
Dr. Manuel Belgrano,León,Jujuy
Dr. Manuel Belgrano,Lozano (Ap. Chañi),Jujuy
Dr. Manuel Belgrano,Ocloyas,Jujuy
Dr. Manuel Belgrano,Gran San Salvador de Jujuy,Jujuy
Dr. Manuel Belgrano,Tesorero,Jujuy
Dr. Manuel Belgrano,Gran San Salvador de Jujuy,Jujuy
Humahuaca,Uquía (Est. Senador Pérez),Jujuy
Humahuaca,Palca de Aparzo,Jujuy
Humahuaca,Aparzo,Jujuy
Humahuaca,Cianzo,Jujuy
Humahuaca,Coctaca,Jujuy
Humahuaca,El Aguilar,Jujuy
Humahuaca,Hipólito Yrigoyen (Est. Iturbe),Jujuy
Humahuaca,Humahuaca,Jujuy
Humahuaca,Palca de Varas,Jujuy
Humahuaca,Rodero,Jujuy
Humahuaca,Tres Cruces,Jujuy
Ledesma,Paulina,Jujuy
Ledesma,Calilegua,Jujuy
Ledesma,Bananal,Jujuy
Ledesma,Bermejito,Jujuy
Ledesma,Caimancito,Jujuy
Ledesma,Chalicán,Jujuy
Ledesma,Fraile Pintado,Jujuy
Ledesma,Libertad,Jujuy
Ledesma,Libertador Grl. San Martín (Est.Ledesma),Jujuy
Ledesma,Maíz Negro,Jujuy
Ledesma,Yuto,Jujuy
Palpalá,Carahunco,Jujuy
Palpalá,Centro Forestal,Jujuy
Palpalá,Gran San Salvador de Jujuy,Jujuy
Rinconada,Lagunillas de Farallón,Jujuy
Rinconada,Casa Colorada,Jujuy
Rinconada,Coyaguaima,Jujuy
Rinconada,Liviara,Jujuy
Rinconada,Loma Blanca,Jujuy
Rinconada,Nuevo Pirquitas,Jujuy
Rinconada,Orosmayo,Jujuy
Rinconada,Rinconada,Jujuy
San Antonio,San Antonio,Jujuy
San Antonio,El Ceibal,Jujuy
San Antonio,Los Alisos,Jujuy
San Antonio,Loteo Navea,Jujuy
San Antonio,Nuestra Señora del Rosario,Jujuy
San Pedro,La Manga,Jujuy
San Pedro,San Pedro - La Esperanza,Jujuy
San Pedro,El Acheral,Jujuy
San Pedro,Arrayanal,Jujuy
San Pedro,Arroyo Colorado,Jujuy
San Pedro,Don Emilio,Jujuy
San Pedro,El Puesto,Jujuy
San Pedro,El Quemado,Jujuy
San Pedro,San Pedro - La Esperanza,Jujuy
San Pedro,La Mendieta,Jujuy
San Pedro,San Pedro - La Esperanza,Jujuy
San Pedro,Palos Blancos,Jujuy
San Pedro,Piedritas,Jujuy
San Pedro,Rodeito,Jujuy
San Pedro,Rosario de Río Grande,Jujuy
San Pedro,San Antonio,Jujuy
San Pedro,San Lucas,Jujuy
San Pedro,San Pedro - La Esperanza,Jujuy
San Pedro,Sauzal,Jujuy
Santa Bárbara,El Fuerte,Jujuy
Santa Bárbara,El Piquete,Jujuy
Santa Bárbara,El Talar,Jujuy
Santa Bárbara,Palma Sola,Jujuy
Santa Bárbara,Puente Lavayén,Jujuy
Santa Bárbara,Santa Clara,Jujuy
Santa Bárbara,Vinalito,Jujuy
Santa Catalina,Cieneguillas,Jujuy
Santa Catalina,Misarrumi,Jujuy
Santa Catalina,Casira,Jujuy
Santa Catalina,Ciénega de Paicone,Jujuy
Santa Catalina,Cusi Cusi,Jujuy
Santa Catalina,El Angosto,Jujuy
Santa Catalina,La Ciénega,Jujuy
Santa Catalina,Oratorio,Jujuy
Santa Catalina,Paicone,Jujuy
Santa Catalina,San Juan de Oros,Jujuy
Santa Catalina,Santa Catalina,Jujuy
Santa Catalina,Yoscaba,Jujuy
Susques,Olaroz Chico,Jujuy
Susques,Susques,Jujuy
Susques,Huáncar,Jujuy
Susques,Catua,Jujuy
Susques,Coranzuli,Jujuy
Susques,El Toro,Jujuy
Susques,Jama,Jujuy
Susques,Mina Providencia,Jujuy
Susques,Olacapato,Jujuy
Susques,Pastos Chicos,Jujuy
Susques,Puesto Sey,Jujuy
Susques,San Juan de Quillaques,Jujuy
Tilcara,Colonia San José,Jujuy
Tilcara,Juella,Jujuy
Tilcara,Huacalera,Jujuy
Tilcara,Maimará,Jujuy
Tilcara,Tilcara,Jujuy
Tumbaya,Bárcena,Jujuy
Tumbaya,El Moreno,Jujuy
Tumbaya,Puerta de Colorados,Jujuy
Tumbaya,Purmamarca,Jujuy
Tumbaya,Tumbaya,Jujuy
Tumbaya,Volcán,Jujuy
Valle Grande,Valle Grande,Jujuy
Valle Grande,Caspalá,Jujuy
Valle Grande,Pampichuela,Jujuy
Valle Grande,San Francisco,Jujuy
Valle Grande,Santa Ana,Jujuy
Valle Grande,Valle Colorado,Jujuy
Yavi,Yavi,Jujuy
Yavi,Barrios,Jujuy
Yavi,Cangrejillos,Jujuy
Yavi,El Cóndor,Jujuy
Yavi,La Intermedia,Jujuy
Yavi,La Quiaca,Jujuy
Yavi,Llulluchayoc,Jujuy
Yavi,Pumahuasi,Jujuy
Yavi,Yavi Chico,Jujuy
Atreucó,Rolón,La Pampa
Atreucó,Doblas,La Pampa
Atreucó,Macachín,La Pampa
Atreucó,Miguel Riglos,La Pampa
Atreucó,Tomás M. Anchorena,La Pampa
Caleu Caleu,Anzoátegui,La Pampa
Caleu Caleu,Río Colorado - La Adela,La Pampa
Capital,Anguil,La Pampa
Capital,Gran Santa Rosa,La Pampa
Catriló,Uriburu,La Pampa
Catriló,Catriló,La Pampa
Catriló,La Gloria,La Pampa
Catriló,Lonquimay,La Pampa
Conhelo,Eduardo Castex,La Pampa
Conhelo,Winifreda,La Pampa
Conhelo,Conhelo,La Pampa
Conhelo,Mauricio Mayer,La Pampa
Conhelo,Monte Nievas,La Pampa
Conhelo,Rucanelo,La Pampa
Curacó,Gobernador Duval,La Pampa
Curacó,Puelches,La Pampa
Chalileo,Santa Isabel,La Pampa
Chapaleufú,Ceballos,La Pampa
Chapaleufú,Bernardo Larroude,La Pampa
Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),La Pampa
Chapaleufú,Intendente Alvear,La Pampa
Chapaleufú,Sarah,La Pampa
Chapaleufú,Vértiz,La Pampa
Chical Co,Algarrobo del Águila,La Pampa
Chical Co,La Humada,La Pampa
Guatraché,Perú,La Pampa
Guatraché,Alpachiri,La Pampa
Guatraché,General Manuel J. Campos,La Pampa
Guatraché,Guatraché,La Pampa
Guatraché,Santa Teresa,La Pampa
Hucal,Bernasconi,La Pampa
Hucal,Abramo,La Pampa
Hucal,General San Martín,La Pampa
Hucal,Hucal,La Pampa
Hucal,Jacinto Aráuz,La Pampa
Lihuel Calel,Cuchillo Co,La Pampa
Limay Mahuida,La Reforma,La Pampa
Limay Mahuida,Limay Mahuida,La Pampa
Loventué,Telén,La Pampa
Loventué,Carro Quemado,La Pampa
Loventué,Loventué,La Pampa
Loventué,Luan Toro,La Pampa
